Symbol,Rate,Change %,Change,Day Low,Day High,Base Currency,Quote Currency,Timestamp
AUD/PKR,172.591,-0.33148,-0.574,172.116,174.52007,AUD,PKR,1736418730
AUD/PLN,2.56639,-0.21424,-0.00551,2.5618,2.57401,AUD,PLN,1736430237
AUD/SEK,6.91463,-0.10358,-0.00716959,6.8915,6.92792,AUD,SEK,1736430237
AUD/SGD,0.8483,-0.16006,-0.00136,0.8442,0.84994,AUD,SGD,1736430237
AUD/THB,21.45257,-0.24845,-0.05343092,21.40401,21.524,AUD,THB,1736430199
AUD/TRY,21.91609,-0.40316,-0.088715,21.8123,22.0052,AUD,TRY,1736430236
AUD/TWD,20.40543,-0.03710187,-0.00757361,20.33,20.43754,AUD,TWD,1736430233
AUD/USD,0.62032,-0.26309,-0.0016363,0.6171,0.62196,AUD,USD,1736430237
AUD/XAG,0.02038591,-2.14766,-0.000447428148,0.02034071,0.02062706,AUD,XAG,1736430232
AUD/XAU,0.000231672397,-0.77471,-0.000001808808,0.000231561885,0.000233503012,AUD,XAU,1736430232
AUD/ZAR,11.7081,-0.28616,-0.0336,11.66921,11.76471,AUD,ZAR,1736430237
AWG/GBP,0.44773,0.15223,0.000680528614,0.44719,0.44773,AWG,GBP,1736394727
AWG/USD,0.55866,0,0,0.55866,0.55866,AWG,USD,1736392964
BAM/EUR,0.51525,-0.45136,-0.00233621,0.51042,0.51644,BAM,EUR,1736430129
BAM/GBP,0.42843,0.35988,0.00153631,0.4264,0.4442,BAM,GBP,1736430129
BAM/USD,0.52765,-0.05276105,-0.00027854,0.52407,0.55066,BAM,USD,1736430129
BBD/BMD,0.49654,-50.3457,-0.50346,0.49654,0.50877,BBD,BMD,1736425174
BBD/EUR,0.48511,0.05336179,0.000258723845,0.46951,0.48622,BBD,EUR,1736430129
BBD/GBP,0.40551,0.40856,0.00165,0.39195,0.40745,BBD,GBP,1736430129
BBD/USD,0.5,0,0,0.48369,0.5,BBD,USD,1736427610
BDT/EUR,0.00795735,-0.85536,-0.000068651389,0.007927,0.00811076,BDT,EUR,1736425144
BDT/GBP,0.00667142,-0.93082,-0.000062682487,0.0065754,0.0067667,BDT,GBP,1736425144
BDT/JPY,1.29334,-1.55743,-0.02046154,1.27481,1.32216,BDT,JPY,1736425144
BDT/USD,0.00820054,-1.69197,-0.000141138487,0.00808308,0.0083682,BDT,USD,1736425144
BGN/AUD,0.85022,0.0188134,0.000159925109,0.84847,0.85248,BGN,AUD,1736430237
BGN/CAD,0.75884,0.04514739,0.000342440791,0.7568,0.75907,BGN,CAD,1736430235
BGN/CNY,3.86706,28.90209,0.86706,3.8573,3.86706,BGN,CNY,1736429490
BGN/DKK,3.81481,27.16032,0.81481,3.79533,3.81513,BGN,DKK,1736429490
BGN/EUR,0.5113,1.10732,0.00559972,0.5053,0.51393,BGN,EUR,1736429490
BGN/GBP,0.42817,0.54305,0.00231261,0.42549,0.43091,BGN,GBP,1736429490
BGN/USD,0.52742,0.28551,0.00150155,0.52406,0.52742,BGN,USD,1736429490
BHD/AED,9.74459,-100,,9.73597,9.76056,BHD,AED,1736429489
BHD/EUR,2.57217,0.15457,0.0039696,2.55232,2.57615,BHD,EUR,1736429489
BHD/GBP,2.15382,0.13107,0.00281923,2.1408,2.18019,BHD,GBP,1736429489
BHD/PKR,738.87,0.02436746,0.18,738.69,739.08,BHD,PKR,1736394727
BHD/USD,2.65319,-0.00116297,-0.000030856319,2.63239,2.65345,BHD,USD,1736429489
BIF/EUR,0.000328180893,-1.52046,-0.000005066906,0.000328180893,0.000333425581,BIF,EUR,1736425143
BIF/GBP,0.000275087788,-1.07651,-0.000002993562,0.000275087788,0.000278493351,BIF,GBP,1736425143
BIF/USD,0.000338123789,-2.18687,-0.000007559661,0.000335016747,0.000345683451,BIF,USD,1736425143
BMD/BBD,2.01392,101.39243,1.01392,1.96551,2.01392,BMD,BBD,1736425174
BMD/CAD,1.43525,-0.52263,-0.0075405,1.43275,1.4453,BMD,CAD,1736430235
BMD/EUR,0.9691,0.0516209,0.0005,0.96796,0.97305,BMD,EUR,1736430129
BMD/GBP,0.80995,0.21372,0.00172732,0.80671,0.81673,BMD,GBP,1736430209
BMD/KYD,0.83332,0.29208,0.00242692,0.8309,0.83332,BMD,KYD,1736425145
BMD/USD,1,0,0,1,1,BMD,USD,1736427610
BND/EUR,0.70972,0.09226402,0.000654215536,0.70882,0.72192,BND,EUR,1736430129
BND/GBP,0.59428,0.45166,0.00267204,0.58161,0.5962,BND,GBP,1736430129
BND/USD,0.73158,0.04389494,0.000320986799,0.72934,0.7318,BND,USD,1736430236
BOB/EUR,0.14049,-1.37679,-0.00196124,0.14049,0.14455,BOB,EUR,1736425143
BOB/GBP,0.11785,0.90095,0.00105231,0.11454,0.11785,BOB,GBP,1736425143
BOB/USD,0.14485,-0.77951,-0.00113798,0.14078,0.14599,BOB,USD,1736425143
BRL/ARS,170.0028,0.25447,0.4315,167.92278,170.0198,BRL,ARS,1736430234
BRL/AUD,0.2644,0.4712,0.00124,0.26162,0.2648,BRL,AUD,1736430234
BRL/CAD,0.23593,0.19836,0.000467075778,0.23319,0.23601,BRL,CAD,1736430208
BRL/CHF,0.1494,0.30885,0.00046,0.1478,0.1496,BRL,CHF,1736430229
BRL/CLP,163.9758,0.11344,0.1858,162.0632,164.0942,BRL,CLP,1736430235
BRL/COP,708.94,0.50184,3.54,702.03,709.62,BRL,COP,1736430234
BRL/EUR,0.159,0.34078,0.00054,0.1573,0.1592,BRL,EUR,1736430208
BRL/GBP,0.13314,0.71999,0.00095175617,0.13191,0.1338,BRL,GBP,1736430234
BRL/HKD,1.27618,0.38381,0.00487931,1.26135,1.27618,BRL,HKD,1736430208
BRL/JPY,25.84226,-0.19211,-0.04974214,25.6008,25.913,BRL,JPY,1736430234
BRL/KRW,239.09,0.05021551,0.12,237.05741,239.60358,BRL,KRW,1736430129
BRL/MXN,3.3546,0.41307,0.0138,3.31315,3.3553,BRL,MXN,1736430235
BRL/PEN,0.6189,0.06467259,0.0004,0.6125,0.6193,BRL,PEN,1736430229
BRL/RSD,18.55667,3.09264,0.55667,18.44251,18.61308,BRL,RSD,1736429489
BRL/RUB,16.77981,-2.50531,-0.43119,16.56639,17.211,BRL,RUB,1736430208
BRL/SEK,1.82817,0.26719,0.00487167,1.80704,1.82958,BRL,SEK,1736430208
BRL/SGD,0.22424,0.34082,0.000761675,0.22192,0.22445,BRL,SGD,1736430208
BRL/USD,0.16397,0.11479,0.000188017809,0.16228,0.16408,BRL,USD,1736430234
BRL/XAG,0.00538445,-0.92613,-0.000050332899,0.00535117,0.00545435,BRL,XAG,1736430202
BRL/XAU,0.000061208126,-0.50007,-0.000000307622,0.000060813379,0.000061635181,BRL,XAU,1736430202
BRL/ZAR,3.09502,0.26942,0.00831609,3.05459,3.10412,BRL,ZAR,1736430208
BSD/EUR,0.97069,0.29121,0.00281848,0.96768,0.97733,BSD,EUR,1736425143
BSD/GBP,0.81367,0.765,0.0061773,0.80775,0.81367,BSD,GBP,1736425143
BSD/USD,1.00006,0.00558787,0.000055878701,0.99326,1.00006,BSD,USD,1736425143
BTN/EUR,0.01128541,0,0,0.01126126,0.01128541,BTN,EUR,1732205465
BTN/GBP,0.00948113,0.99492,0.000093400106,0.00937356,0.00948113,BTN,GBP,1736425143
BWP/CHF,0.06505128,-0.43056,-0.000281298128,0.06433039,0.06505128,BWP,CHF,1736425142
BWP/EUR,0.06927018,-0.47388,-0.000329822492,0.06850253,0.06927018,BWP,EUR,1736425142
BWP/GBP,0.05806192,-0.02252874,-0.000013083563,0.05741848,0.05810913,BWP,GBP,1736425142
BWP/USD,0.07136214,-0.50691,-0.000363583131,0.07057131,0.07136214,BWP,USD,1736425142
BWP/ZAR,1.34831,-0.22091,-0.00298514,1.34397,1.35351,BWP,ZAR,1736430234
BZD/EUR,0.48328,0.5606,0.00269417,0.48047,0.49525,BZD,EUR,1736425143
BZD/GBP,0.40509,1.02047,0.00409204,0.40111,0.41512,BZD,GBP,1736425143
BZD/USD,0.49817,-0.3512,-0.00175573,0.48613,0.49993,BZD,USD,1736425143
CAD/AED,2.55282,0.10652,0.0027164,2.5456,2.56003,CAD,AED,1736430235
CAD/ARS,720.66472,0.04096743,0.29512,718.82654,721.06876,CAD,ARS,1736430183
CAD/AUD,1.12036,0.14794,0.001655,1.1189,1.1247,CAD,AUD,1736430237
CAD/BGN,1.31781,-0.04512682,-0.000594951946,1.31708,1.32112,CAD,BGN,1736430235
CAD/BMD,0.69674,0.52538,0.00364139,0.6919,0.69755,CAD,BMD,1736430235
CAD/BRL,4.2385,-0.19781,-0.00840087,4.23171,4.28283,CAD,BRL,1736430208
CAD/CHF,0.6331,-0.07891414,-0.0005,0.63224,0.63472,CAD,CHF,1736430237
CAD/CNY,5.09588,-0.07891962,-0.00402482,5.08975,5.1022,CAD,CNY,1736430218
CAD/COP,3000.1,-0.14977,-4.5,2971.29676,3007.3,CAD,COP,1736430129
CAD/CZK,16.92029,-0.04553682,-0.00770847,16.9,16.98105,CAD,CZK,1736430235
CAD/DKK,5.0274,-0.01591027,-0.0008,5.0208,5.0396,CAD,DKK,1736430237
CAD/EUR,0.67382,-0.01261315,-0.000085,0.6731,0.67545,CAD,EUR,1736430235
CAD/GBP,0.56435,0.40028,0.00225,0.5621,0.56726,CAD,GBP,1736430237
CAD/HKD,5.4085,-0.03964423,-0.00214501,5.39897,5.41653,CAD,HKD,1736430237
CAD/HUF,278.815,0.01973023,0.055,278.55,279.98386,CAD,HUF,1736430236
CAD/IDR,11255.59058,-0.04537394,-5.10942,11224.85,11376.56428,CAD,IDR,1736430237
CAD/ILS,2.53876,-0.5072,-0.0129422,2.52584,2.5545,CAD,ILS,1736430232
CAD/INR,59.66339,-0.48146,-0.28865,59.5713,59.988,CAD,INR,1736430218
CAD/ISK,97.814,-0.2295,-0.225,97.813,97.822,CAD,ISK,1736397428
CAD/JPY,109.5445,-0.50545,-0.5565,109.499,110.19,CAD,JPY,1736430236
CAD/KRW,1013.83744,-0.64393,-6.57072,1012.23,1022.49489,CAD,KRW,1736430224
CAD/KWD,0.21426,-0.20429,-0.000438610696,0.21372,0.21441,CAD,KWD,1736430225
CAD/KYD,0.57912,1.97515,0.01121688,0.5669,0.58039,CAD,KYD,1736430235
CAD/MXN,14.21763,0.09174488,0.01303199,14.17227,14.23255,CAD,MXN,1736430237
CAD/MYR,3.1235,-0.12151,-0.0038,3.1228,3.14564,CAD,MYR,1736418730
CAD/NOK,7.92923,0.04573832,0.00362504,7.9148,8.01925,CAD,NOK,1736430237
CAD/NZD,1.2409,-0.0653594,-0.000811575235,1.2392,1.24634,CAD,NZD,1736430236
CAD/PEN,2.62292,-0.17059,-0.00448215,2.62,2.63116,CAD,PEN,1736425201
CAD/PKR,193.727,-0.01238703,-0.024,193.491,193.953,CAD,PKR,1736418730
CAD/PLN,2.87531,-0.00678143,-0.000195,2.8714,2.89155,CAD,PLN,1736430237
CAD/RUB,71.12628,-2.79311,-2.04372,70.60828,73.192,CAD,RUB,1736430215
CAD/SAR,2.60912,0.21599,0.00562337,2.601,2.6108,CAD,SAR,1736429490
CAD/SEK,7.74735,-0.02258327,-0.00175,7.7369,7.7754,CAD,SEK,1736430237
CAD/SGD,0.95046,-0.05723269,-0.000544282898,0.94975,0.95276,CAD,SGD,1736430237
CAD/THB,24.03391,-0.16652,-0.04008753,23.99669,24.146,CAD,THB,1736430199
CAD/TRY,24.55412,-0.111,-0.027285,24.4639,24.67179,CAD,TRY,1736430237
CAD/TWD,22.86272,-0.14534,-0.03327712,22.83763,22.97794,CAD,TWD,1736430237
CAD/USD,0.69502,-0.10338,-0.00071927,0.694,0.69633,CAD,USD,1736430235
CAD/VND,17641.19209,-0.03687683,-6.50791,17618.94349,17662.5925,CAD,VND,1736430233
CAD/XAG,0.02283366,-1.81528,-0.000422157143,0.02280762,0.02310002,CAD,XAG,1736430202
CAD/XAU,0.000259564969,-0.63853,-0.000001668051,0.000259538022,0.000261910374,CAD,XAU,1736430202
CAD/ZAR,13.11725,-0.17693,-0.02325,13.0846,13.2626,CAD,ZAR,1736430235
CDF/EUR,0.000341215409,0.21053,0.000000716851,0.000340411626,0.000344151151,CDF,EUR,1736425143
CDF/GBP,0.000286029276,0.66772,0.0000018972,0.00028121883,0.000286029276,CDF,GBP,1736425143
CDF/USD,0.000351549108,-0.11119,-0.000000391322,0.000347567058,0.00035194043,CDF,USD,1736425143
CHF/AED,4.0313,0.01984865,0.0008,4.0228,4.0359,CHF,AED,1736430129
CHF/ARS,1138.30184,0.1468,1.66854,1134.40124,1138.32057,CHF,ARS,1736430183
CHF/AUD,1.76985,0.1646,0.00290832,1.76211,1.77667,CHF,AUD,1736430237
CHF/BRL,6.69443,-0.10696,-0.00716834,6.6804,6.75506,CHF,BRL,1736430208
CHF/BWP,15.37438,0.44476,0.06807639,15.19423,15.3969,CHF,BWP,1736425142
CHF/CAD,1.57967,0.0878912,0.00138717,1.5755,1.58168,CHF,CAD,1736430236
CHF/CLP,1097.91285,-0.13799,-1.51715,1093.26027,1100.29,CHF,CLP,1736430237
CHF/CNY,8.05029,0.04828822,0.00388546,8.02893,8.0559,CHF,CNY,1736430218
CHF/CZK,26.7275,0.12175,0.0325,26.6908,26.78165,CHF,CZK,1736430232
CHF/DKK,7.94155,0.0737175,0.00585,7.9322,7.98276,CHF,DKK,1736430237
CHF/EUR,1.06441,0.03963826,0.00042174643,1.06303,1.06622,CHF,EUR,1736430237
CHF/GBP,0.89148,0.48185,0.004275,0.8872,0.89474,CHF,GBP,1736430237
CHF/HKD,8.54403,0.06714122,0.00573272,8.51901,8.55053,CHF,HKD,1736430237
CHF/HUF,440.43,0.06816168,0.3,439.61437,441.63463,CHF,HUF,1736430237
CHF/IDR,17780.63241,0.03562678,6.33241,17698.73,18018.01802,CHF,IDR,1736430237
CHF/ILS,4.00993,-0.42634,-0.01716897,3.98545,4.04138,CHF,ILS,1736430232
CHF/INR,94.22232,-0.08343833,-0.07868318,93.97117,94.4355,CHF,INR,1736430218
CHF/ISK,154.23768,-0.36905,-0.57132,154.10695,155.13497,CHF,ISK,1736430228
CHF/JPY,173.03019,-0.39708,-0.68981,172.82195,173.97356,CHF,JPY,1736430237
CHF/KRW,1601.57219,-0.02670459,-0.42781,1598.06,1618.12298,CHF,KRW,1736430224
CHF/MXN,22.45982,0.20262,0.04541555,22.3637,22.5276,CHF,MXN,1736430237
CHF/MYR,4.9338,-0.14572,-0.0072,4.9338,4.96771,CHF,MYR,1736418730
CHF/NOK,12.5258,0.1335,0.0167,12.4911,12.55178,CHF,NOK,1736430237
CHF/NZD,1.96021,0.15354,0.003005,1.9564,1.9654,CHF,NZD,1736430237
CHF/PKR,305.74607,-0.00946197,-0.02893235,305.05735,306.29,CHF,PKR,1736430237
CHF/PLN,4.54201,-0.04148419,-0.001885,4.5387,4.56126,CHF,PLN,1736430237
CHF/RON,5.2938,0.1003,0.00530445,5.28362,5.2982,CHF,RON,1736430212
CHF/RSD,124.59109,0.51511,0.63849,124.38288,124.66961,CHF,RSD,1736429489
CHF/RUB,112.35924,-2.73359,-3.15776,111.36962,115.628,CHF,RUB,1736430237
CHF/SEK,12.2383,0.15893,0.01942,12.2116,12.2688,CHF,SEK,1736430236
CHF/SGD,1.50124,0.02847575,0.000427366883,1.4987,1.50365,CHF,SGD,1736430237
CHF/SZL,20.7018,-0.22844,-0.0474,20.46052,20.8052,CHF,SZL,1736430129
CHF/THB,37.9599,-0.05817832,-0.02209729,37.88874,38.1,CHF,THB,1736430199
CHF/TRY,38.78701,-0.0177659,-0.00689209,38.6133,38.93137,CHF,TRY,1736430237
CHF/TWD,36.1166,-0.01771506,-0.00639921,36.03221,36.222,CHF,TWD,1736430237
CHF/USD,1.09788,-0.03719816,-0.000408542035,1.09479,1.0992,CHF,USD,1736430237
CHF/UZS,14206.4,-0.1476,-21,14179.55,14258.3,CHF,UZS,1736430129
CHF/ZAR,20.7208,-0.07137483,-0.0148,20.63763,20.8058,CHF,ZAR,1736430235
CLP/ARS,1.03803,3.80328,0.03803278,1.01211,1.03803,CLP,ARS,1736425143
CLP/AUD,0.00161209,0.33631,0.000005403506,0.00160945,0.00161797,CLP,AUD,1736430237
CLP/BRL,0.006057,0.18194,0.000011,0.006051,0.00617043,CLP,BRL,1736430129
CLP/CHF,0.000910819108,0.13819,0.00000125688,0.000908382767,0.000914314354,CLP,CHF,1736430237
CLP/CNY,0.00734845,1.38045,0.00010006064,0.00724839,0.00734845,CLP,CNY,1736425143
CLP/COP,4.34595,8.64867,0.34595,4.28677,4.34595,CLP,COP,1736425143
CLP/EUR,0.000966,0.31153,0.000003,0.000963,0.000986037706,CLP,EUR,1736430129
CLP/GBP,0.00081183828,1.16365,0.00000933828,0.0008043,0.00081578019,CLP,GBP,1736430209
CLP/JPY,0.1576,0.06354032,0.000100076001,0.15693,0.15834,CLP,JPY,1736430224
CLP/MXN,0.02046248,1.38045,0.000278628505,0.02018385,0.02046248,CLP,MXN,1736425143
CLP/PEN,0.00378309,1.38045,0.000051512655,0.00373158,0.00378309,CLP,PEN,1736425143
CLP/USD,0.00100001,0.00700007,0.000000069997,0.000997974113,0.00100418,CLP,USD,1736430224
CNH/AUD,0.2192,0.09064077,0.000198508061,0.21902,0.22033,CNH,AUD,1736430237
CNH/EUR,0.13184,-0.02142351,-0.000028250161,0.13173,0.13222,CNH,EUR,1736430236
CNH/GBP,0.11042,0.35345,0.00038890464,0.11003,0.11106,CNH,GBP,1736430236
CNH/HKD,1.05823,0.087487,0.000925,1.0568,1.059,CNH,HKD,1736430232
CNH/IDR,2201.5,0.01817273,0.4,2200.7,2211.7,CNH,IDR,1736418730
CNH/INR,11.6644,-0.12416,-0.0145,11.6591,11.6937,CNH,INR,1736430129
CNH/JPY,21.43105,-0.39945,-0.08595,21.425,21.529,CNH,JPY,1736430237
CNH/KRW,198.3,-0.04032665,-0.08,197.98,199.08,CNH,KRW,1736430129
CNH/PHP,7.9436,-0.12824,-0.0102,7.9333,7.9699,CNH,PHP,1736430129
CNH/SEK,1.52161,-0.01521607,-0.000231563965,1.51976,1.52625,CNH,SEK,1736430129
CNH/THB,4.695,-0.14675,-0.0069,4.6945,4.7181,CNH,THB,1736430129
CNH/TWD,4.4741,0.05367086,0.0024,4.4708,4.4837,CNH,TWD,1736430129
CNH/USD,0.13598,-0.01237459,-0.000016829645,0.13589,0.13618,CNH,USD,1736430237
CNY/AUD,0.21985,2.73484,0.00585255,0.215,0.22097,CNY,AUD,1736430184
CNY/BGN,0.25859,0.01700109,0.000043956366,0.25849,0.25918,CNY,BGN,1736429490
CNY/CAD,0.19622,0.31847,0.000622923171,0.1955,0.19644,CNY,CAD,1736430185
CNY/CHF,0.12423,0.34461,0.000426629787,0.1236,0.12455,CNY,CHF,1736430237
CNY/CLP,136.10829,0.82096,1.10829,134.25497,136.10829,CNY,CLP,1736425143
CNY/DKK,0.98655,-0.05298887,-0.000523040184,0.98616,0.98932,CNY,DKK,1736430218
CNY/EUR,0.13223,0.06586079,0.000087028454,0.13211,0.13259,CNY,EUR,1736430162
CNY/GBP,0.11074,0.38253,0.000422009834,0.11028,0.11141,CNY,GBP,1736430218
CNY/HKD,1.06133,0.07858999,0.000833446851,1.06002,1.06177,CNY,HKD,1736430237
CNY/IDR,2208.69589,0.01792734,0.39589,2208.61406,2220.8305,CNY,IDR,1736430162
CNY/INR,11.70685,-0.10281,-0.01204803,11.69305,11.72571,CNY,INR,1736430218
CNY/JPY,21.49403,-0.31062,-0.06697325,21.49287,21.60761,CNY,JPY,1736430218
CNY/KRW,198.95257,-0.1656,-0.33002,198.41764,200.04001,CNY,KRW,1736430224
CNY/MYR,0.61369,-0.0618822,-0.00038,0.61348,0.61531,CNY,MYR,1736418730
CNY/NZD,0.24346,-0.01276532,-0.000031081856,0.238,0.24486,CNY,NZD,1736430204
CNY/PLN,0.56763,0.18164,0.0010292,0.56465,0.56935,CNY,PLN,1736418730
CNY/SGD,0.18649,-0.03939899,-0.000073505581,0.186,0.18709,CNY,SGD,1736430237
CNY/THB,4.71209,-0.4335,-0.0205158,4.71175,4.74608,CNY,THB,1736430218
CNY/TWD,4.48633,-0.0638365,-0.00286575,4.48447,4.5004,CNY,TWD,1736430218
