Symbol,Rate,Change %,Change,Day Low,Day High,Base Currency,Quote Currency,Timestamp
AMD/USD,0.00252302,-0.09588413,-0.0000024215,0.00252302,0.00252544,AMD,USD,1736428538
ARS/AUD,0.00155608,0.17395,0.000002702142,0.00155579,0.0015642,ARS,AUD,1736428783
ARS/BRL,0.00589799,4.38929,0.000247994891,0.00565,0.00594918,ARS,BRL,1736428783
ARS/CAD,0.00138781,-0.0267029,-0.000000370683,0.0013874,0.00139079,ARS,CAD,1736428783
ARS/CHF,0.000879384713,-0.04620514,-0.000000406509,0.000878695166,0.000881514865,ARS,CHF,1736428783
ARS/CLP,0.96354,1.38045,0.01312009,0.95042,0.96354,ARS,CLP,1736425143
ARS/COP,4.17535,-100,,4.17498,4.19422,ARS,COP,1736425194
ARS/EUR,0.00089,0,0,0.00089,0.00089,ARS,EUR,1736428628
ARS/GBP,0.000783957259,0.37932,0.000002962486,0.000776,0.000788515094,ARS,GBP,1736428783
ARS/HKD,0.00750602,-0.07181468,-0.000005394296,0.00750499,0.0075136,ARS,HKD,1736428783
ARS/JPY,0.15221,1.47303,0.00220955,0.15,0.15283,ARS,JPY,1736428783
ARS/MXN,0.01972305,-0.05548631,-0.000010949666,0.01969899,0.01979052,ARS,MXN,1736428783
ARS/PEN,0.00364443,-0.14252,-0.00000520138,0.00363782,0.00365102,ARS,PEN,1736425194
ARS/SGD,0.00132008,-0.0563257,-0.000000743965,0.00131986,0.00132429,ARS,SGD,1736428783
ARS/USD,0.000964576102,-0.11815,-0.000001140998,0.000964464344,0.0009657171,ARS,USD,1736428783
ARS/XAG,0.000031705399,-1.0316,-0.000000330482,0.000031705399,0.00003210243,ARS,XAG,1736428761
ARS/XAU,0.000000360799,-0.50399,-0.000000001828,0.000000360602,0.000000363839,ARS,XAU,1736428761
ARS/ZAR,0.01821282,-0.37218,-0.000068037742,0.01818784,0.01833695,ARS,ZAR,1736428804
AUD/AED,2.2716,-0.28533,-0.0065,2.2635,2.2777,AUD,AED,1736428628
AUD/ARS,642.64111,-0.17365,-1.11789,639.29796,642.7598,AUD,ARS,1736428783
AUD/BGN,1.17614,17.61426,0.17614,1.1728,1.17802,AUD,BGN,1736428811
AUD/BRL,3.7911,-0.23352,-0.0088736,3.76732,3.81754,AUD,BRL,1736428720
AUD/CAD,0.8917,-0.18135,-0.00162,0.88843,0.89333,AUD,CAD,1736428811
AUD/CHF,0.56504,-0.16079,-0.00091,0.56285,0.5675,AUD,CHF,1736428811
AUD/CLP,619.67183,-0.43833,-2.72817,617.92691,621.03107,AUD,CLP,1736428811
AUD/CNH,4.56017,-0.12987,-0.00593,4.5386,4.5658,AUD,CNH,1736428810
AUD/CNY,4.54479,-2.74148,-0.12811,4.52541,4.65116,AUD,CNY,1736428762
AUD/CZK,15.098,-0.12172,-0.0184,15.058,15.1251,AUD,CZK,1736428809
AUD/DKK,4.4857,-0.21112,-0.00949015,4.4749,4.49519,AUD,DKK,1736428811
AUD/EUR,0.60126,-0.14698,-0.000885,0.5999,0.6022,AUD,EUR,1736428811
AUD/FJD,1.44344,-0.78743,-0.01145631,1.43344,1.4524,AUD,FJD,1736428162
AUD/GBP,0.50383,0.197,0.000990597648,0.5012,0.5054,AUD,GBP,1736428812
AUD/HKD,4.8243,-0.22547,-0.01090204,4.7809,4.8352,AUD,HKD,1736428811
AUD/HUF,248.94,0.17303,0.43,248.15,249.37,AUD,HUF,1736428811
AUD/IDR,10040.38107,-0.26838,-27.01893,10004.9,10090.4,AUD,IDR,1736428803
AUD/ILS,2.26567,-0.64175,-0.0146339,2.24975,2.279,AUD,ILS,1736428791
AUD/INR,53.2098,-0.37857,-0.2022,52.99326,53.366,AUD,INR,1736428804
AUD/JPY,97.794,-0.57544,-0.566,97.64,98.47366,AUD,JPY,1736428811
AUD/KRW,904.629,-0.279,-2.531,902.15128,906.83,AUD,KRW,1736428768
AUD/LTL,1.81801,81.80073,0.81801,1.81026,1.81994,AUD,LTL,1736428811
AUD/MAD,6.23834,-0.05869251,-0.00366359,6.1997,6.24226,AUD,MAD,1736428811
AUD/MXN,12.67852,-0.10936,-0.01388,12.6271,12.69321,AUD,MXN,1736428810
AUD/MYR,2.7864,-0.43949,-0.0123,2.78344,2.8037,AUD,MYR,1736418730
AUD/NOK,7.0708,-0.21445,-0.01519609,7.0519,7.0925,AUD,NOK,1736428811
AUD/NZD,1.10756,-0.02619803,-0.000290234838,1.1059,1.10977,AUD,NZD,1736428810
AUD/PGK,2.48589,-0.89333,-0.02240729,2.43774,2.48589,AUD,PGK,1736425145
AUD/PHP,36.25802,-0.32158,-0.11698,36.01309,36.44315,AUD,PHP,1736428803
AUD/PKR,174.12502,-0.33084,-0.57798,172.116,174.52007,AUD,PKR,1736418730
AUD/PLN,2.56759,-0.16777,-0.004315,2.5627,2.57401,AUD,PLN,1736428810
AUD/SEK,6.91267,-0.13186,-0.00912733,6.8915,6.92792,AUD,SEK,1736428811
AUD/SGD,0.8482,-0.17183,-0.00146,0.8442,0.84994,AUD,SGD,1736428811
AUD/THB,21.43673,-0.32209,-0.06926815,21.40401,21.524,AUD,THB,1736428799
AUD/TRY,21.90266,-0.46417,-0.10214,21.8123,22.0052,AUD,TRY,1736428811
AUD/TWD,20.39355,-0.09526094,-0.01944562,20.33,20.43754,AUD,TWD,1736428807
AUD/USD,0.61974,-0.35634,-0.0022163,0.6171,0.62196,AUD,USD,1736428811
AUD/XAG,0.02036494,-2.24829,-0.000468393614,0.02036452,0.02062706,AUD,XAG,1736428791
AUD/XAU,0.000231777105,-0.72987,-0.0000017041,0.000231561885,0.000233503012,AUD,XAU,1736428791
AUD/ZAR,11.70312,-0.32857,-0.03857918,11.66921,11.76471,AUD,ZAR,1736428811
AWG/GBP,0.44773,0.15223,0.000680528614,0.44719,0.44773,AWG,GBP,1736394727
AWG/USD,0.55866,0,0,0.55866,0.55866,AWG,USD,1736392964
BAM/EUR,0.51554,-0.39542,-0.00204667,0.51042,0.51644,BAM,EUR,1736428628
BAM/GBP,0.42865,0.4115,0.00175669,0.4264,0.4442,BAM,GBP,1736428628
BAM/USD,0.52737,-0.10546,-0.00055674,0.52407,0.55066,BAM,USD,1736428628
BBD/BMD,0.49654,-50.3457,-0.50346,0.49654,0.50877,BBD,BMD,1736425174
BBD/EUR,0.48537,0.10678,0.000517723956,0.46951,0.48622,BBD,EUR,1736428628
BBD/GBP,0.40594,0.51503,0.00208,0.39195,0.40745,BBD,GBP,1736428628
BBD/USD,0.5,0,0,0.48369,0.5,BBD,USD,1736427610
BDT/EUR,0.00795735,-0.85536,-0.000068651389,0.007927,0.00811076,BDT,EUR,1736425144
BDT/GBP,0.00667142,-0.93082,-0.000062682487,0.0065754,0.0067667,BDT,GBP,1736425144
BDT/JPY,1.29334,-1.55743,-0.02046154,1.27481,1.32216,BDT,JPY,1736425144
BDT/USD,0.00820054,-1.69197,-0.000141138487,0.00808308,0.0083682,BDT,USD,1736425144
BGN/AUD,0.85024,0.02086722,0.000177383857,0.84847,0.85248,BGN,AUD,1736428811
BGN/CAD,0.75828,-0.02793298,-0.00021187026,0.7568,0.7589,BGN,CAD,1736428810
BGN/CNY,3.86353,28.78421,0.86353,3.8573,3.86638,BGN,CNY,1736428202
BGN/DKK,3.81472,27.1574,0.81472,3.79533,3.81513,BGN,DKK,1736428163
BGN/EUR,0.51127,1.10215,0.00557358,0.5053,0.51393,BGN,EUR,1736428163
BGN/GBP,0.4285,0.61954,0.00263839,0.42549,0.43091,BGN,GBP,1736428163
BGN/USD,0.5269,0.18706,0.00098375147,0.52406,0.52718,BGN,USD,1736428163
BHD/AED,9.74363,-100,,9.73597,9.76056,BHD,AED,1736428163
BHD/EUR,2.57416,0.23192,0.00595607,2.55297,2.57615,BHD,EUR,1736428162
BHD/GBP,2.15721,0.28856,0.00620699,2.1408,2.18019,BHD,GBP,1736428162
BHD/PKR,738.87,0.02436746,0.18,738.69,739.08,BHD,PKR,1736394727
BHD/USD,2.65287,-0.01319293,-0.000350038005,2.63239,2.65345,BHD,USD,1736428162
BIF/EUR,0.000328180893,-1.52046,-0.000005066906,0.000328180893,0.000333425581,BIF,EUR,1736425143
BIF/GBP,0.000275087788,-1.07651,-0.000002993562,0.000275087788,0.000278493351,BIF,GBP,1736425143
BIF/USD,0.000338123789,-2.18687,-0.000007559661,0.000335016747,0.000345683451,BIF,USD,1736425143
BMD/BBD,2.01392,101.39243,1.01392,1.96551,2.01392,BMD,BBD,1736425174
BMD/CAD,1.43552,-0.50431,-0.00727615,1.43275,1.4453,BMD,CAD,1736428810
BMD/EUR,0.97135,0.10685,0.00103676,0.96796,0.97305,BMD,EUR,1736428628
BMD/GBP,0.81081,0.32002,0.00258645,0.80671,0.81673,BMD,GBP,1736428809
BMD/KYD,0.83332,0.29208,0.00242692,0.8309,0.83332,BMD,KYD,1736425145
BMD/USD,1,0,0,1,1,BMD,USD,1736427610
BND/EUR,0.70962,0.07805847,0.000553488427,0.70882,0.72192,BND,EUR,1736428628
BND/GBP,0.59449,0.48749,0.00288402,0.58161,0.5962,BND,GBP,1736428628
BND/USD,0.73094,-0.04385983,-0.00032073,0.72934,0.7318,BND,USD,1736428810
BOB/EUR,0.14049,-1.37679,-0.00196124,0.14049,0.14455,BOB,EUR,1736425143
BOB/GBP,0.11785,0.90095,0.00105231,0.11454,0.11785,BOB,GBP,1736425143
BOB/USD,0.14485,-0.77951,-0.00113798,0.14078,0.14599,BOB,USD,1736425143
BRL/ARS,169.5158,-0.0327296,-0.0555,167.92278,169.9216,BRL,ARS,1736428808
BRL/AUD,0.2638,0.2432,0.00064,0.26162,0.2648,BRL,AUD,1736428807
BRL/CAD,0.23523,-0.09850057,-0.000231935222,0.23319,0.23601,BRL,CAD,1736428720
BRL/CHF,0.14908,0.09399758,0.00014,0.1478,0.1496,BRL,CHF,1736428808
BRL/CLP,163.50095,-0.17648,-0.28905,162.0632,164.0942,BRL,CLP,1736428811
BRL/COP,707.01,0.22824,1.61,702.03,709.62,BRL,COP,1736428808
BRL/EUR,0.1586,0.08835037,0.00014,0.1573,0.1592,BRL,EUR,1736428720
BRL/GBP,0.13292,0.54948,0.000726360069,0.13191,0.1338,BRL,GBP,1736428811
BRL/HKD,1.27227,0.07656257,0.00097334,1.26135,1.2761,BRL,HKD,1736428720
BRL/JPY,25.80451,-0.33789,-0.08748533,25.6008,25.913,BRL,JPY,1736428811
BRL/KRW,238.91437,-0.10512,-0.25142,237.05741,239.60358,BRL,KRW,1736428628
BRL/MXN,3.3442,0.10177,0.0034,3.31315,3.3541,BRL,MXN,1736428807
BRL/PEN,0.6172,-0.21019,-0.0013,0.6125,0.6193,BRL,PEN,1736428807
BRL/RSD,18.58025,3.22361,0.58025,18.44251,18.61308,BRL,RSD,1736428163
BRL/RUB,16.72475,-2.82522,-0.48625,16.56639,17.211,BRL,RUB,1736428720
BRL/SEK,1.82342,0.00655087,0.000119442,1.80704,1.82958,BRL,SEK,1736428720
BRL/SGD,0.22376,0.12388,0.000276845,0.22192,0.22445,BRL,SGD,1736428720
BRL/USD,0.16357,-0.13412,-0.00021967,0.16228,0.16408,BRL,USD,1736428812
BRL/XAG,0.00537519,-1.09654,-0.000059594477,0.00535117,0.00545435,BRL,XAG,1736428761
BRL/XAU,0.000061169001,-0.56367,-0.000000346747,0.000060813379,0.000061635181,BRL,XAU,1736428761
BRL/ZAR,3.08565,-0.03416361,-0.00105453,3.05459,3.10412,BRL,ZAR,1736428720
BSD/EUR,0.97069,0.29121,0.00281848,0.96768,0.97733,BSD,EUR,1736425143
BSD/GBP,0.81367,0.765,0.0061773,0.80775,0.81367,BSD,GBP,1736425143
BSD/USD,1.00006,0.00558787,0.000055878701,0.99326,1.00006,BSD,USD,1736425143
BTN/EUR,0.01128541,0,0,0.01126126,0.01128541,BTN,EUR,1732205465
BTN/GBP,0.00948113,0.99492,0.000093400106,0.00937356,0.00948113,BTN,GBP,1736425143
BWP/CHF,0.06505128,-0.43056,-0.000281298128,0.06433039,0.06505128,BWP,CHF,1736425142
BWP/EUR,0.06927018,-0.47388,-0.000329822492,0.06850253,0.06927018,BWP,EUR,1736425142
BWP/GBP,0.05806192,-0.02252874,-0.000013083563,0.05741848,0.05810913,BWP,GBP,1736425142
BWP/USD,0.07136214,-0.50691,-0.000363583131,0.07057131,0.07136214,BWP,USD,1736425142
BWP/ZAR,1.34814,-0.2338,-0.00315933,1.34397,1.35351,BWP,ZAR,1736428811
BZD/EUR,0.48328,0.5606,0.00269417,0.48047,0.49525,BZD,EUR,1736425143
BZD/GBP,0.40509,1.02047,0.00409204,0.40111,0.41512,BZD,GBP,1736425143
BZD/USD,0.49817,-0.3512,-0.00175573,0.48613,0.49993,BZD,USD,1736425143
CAD/AED,2.55235,0.08835975,0.00225326,2.5456,2.56003,CAD,AED,1736428810
CAD/ARS,720.56201,0.02671004,0.19241,718.82654,721.06876,CAD,ARS,1736428783
CAD/AUD,1.1213,0.23197,0.002595,1.1189,1.1247,CAD,AUD,1736428811
CAD/BGN,1.31877,0.02794102,0.00036837436,1.3177,1.32112,CAD,BGN,1736428810
CAD/BMD,0.69661,0.50687,0.00351309,0.6919,0.69755,CAD,BMD,1736428810
CAD/BRL,4.25109,0.09875687,0.00419411,4.23171,4.28283,CAD,BRL,1736428720
CAD/CHF,0.6337,0.01578283,0.0001,0.63249,0.63472,CAD,CHF,1736428811
CAD/CNY,5.09547,-0.08690517,-0.00443208,5.08975,5.1022,CAD,CNY,1736428762
CAD/COP,2999.9,-0.15643,-4.7,2971.29676,3007.3,CAD,COP,1736428628
CAD/CZK,16.9292,0.0070733,0.00119737,16.917,16.98105,CAD,CZK,1736428810
CAD/DKK,5.02985,0.03281492,0.00165,5.0246,5.0396,CAD,DKK,1736428809
CAD/EUR,0.67419,0.04303309,0.00029,0.6737,0.67545,CAD,EUR,1736428810
CAD/GBP,0.56484,0.48746,0.00274,0.5621,0.56726,CAD,GBP,1736428811
CAD/HKD,5.40782,-0.05230425,-0.00283,5.39897,5.41653,CAD,HKD,1736428812
CAD/HUF,279.125,0.13094,0.365,278.62,279.98386,CAD,HUF,1736428810
CAD/IDR,11257.5747,-0.02775401,-3.1253,11224.85,11376.56428,CAD,IDR,1736428803
CAD/ILS,2.54033,-0.44577,-0.01137484,2.52584,2.5545,CAD,ILS,1736428791
CAD/INR,59.66855,-0.47287,-0.28349,59.5713,59.988,CAD,INR,1736428804
CAD/ISK,97.814,-0.2295,-0.225,97.813,97.822,CAD,ISK,1736397428
CAD/JPY,109.664,-0.39691,-0.437,109.499,110.19,CAD,JPY,1736428812
CAD/KRW,1014.31599,-0.59703,-6.09217,1012.23,1022.49489,CAD,KRW,1736428768
CAD/KWD,0.21427,-0.20151,-0.000432652281,0.21372,0.21441,CAD,KWD,1736428769
CAD/KYD,0.57901,1.95637,0.01111024,0.5669,0.58039,CAD,KYD,1736428810
CAD/MXN,14.21265,0.05668041,0.00805123,14.17227,14.23093,CAD,MXN,1736428811
CAD/MYR,3.13381,-0.09401442,-0.00294901,3.1228,3.14564,CAD,MYR,1736418730
CAD/NOK,7.92852,0.03682924,0.00291894,7.9148,8.01925,CAD,NOK,1736428811
CAD/NZD,1.24192,0.01638261,0.000203424765,1.2392,1.24634,CAD,NZD,1736428810
CAD/PEN,2.62292,-0.17059,-0.00448215,2.62,2.63116,CAD,PEN,1736425201
CAD/PKR,193.727,-0.01238703,-0.024,193.491,193.953,CAD,PKR,1736418730
CAD/PLN,2.87897,0.1205,0.003465,2.8741,2.89155,CAD,PLN,1736428810
CAD/RUB,71.09305,-2.83852,-2.07695,70.60828,73.192,CAD,RUB,1736428759
CAD/SAR,2.60822,0.18121,0.00471785,2.601,2.6108,CAD,SAR,1736428163
CAD/SEK,7.75125,0.02774516,0.00215,7.7369,7.7754,CAD,SEK,1736428811
CAD/SGD,0.9511,0.01096995,0.000104324259,0.95005,0.95276,CAD,SGD,1736428810
CAD/THB,24.03743,-0.15189,-0.03656603,24.00351,24.146,CAD,THB,1736428799
CAD/TRY,24.5595,-0.08911209,-0.021905,24.4639,24.67179,CAD,TRY,1736428810
CAD/TWD,22.86657,-0.12852,-0.02942599,22.84003,22.97794,CAD,TWD,1736428807
CAD/USD,0.6949,-0.12021,-0.00083637,0.694,0.69633,CAD,USD,1736428812
CAD/VND,17639.23057,-0.04799172,-8.46943,17618.94349,17662.5925,CAD,VND,1736428802
CAD/XAG,0.02284409,-1.77042,-0.000411724862,0.02283626,0.02310002,CAD,XAG,1736428761
CAD/XAU,0.00025994957,-0.4913,-0.00000128345,0.000259689671,0.000261910374,CAD,XAU,1736428761
CAD/ZAR,13.12275,-0.13505,-0.01774674,13.0846,13.2626,CAD,ZAR,1736428811
CDF/EUR,0.000341215409,0.21053,0.000000716851,0.000340411626,0.000344151151,CDF,EUR,1736425143
CDF/GBP,0.000286029276,0.66772,0.0000018972,0.00028121883,0.000286029276,CDF,GBP,1736425143
CDF/USD,0.000351549108,-0.11119,-0.000000391322,0.000347567058,0.00035194043,CDF,USD,1736425143
CHF/AED,4.0277,-0.06947029,-0.0028,4.0228,4.0359,CHF,AED,1736428628
CHF/ARS,1137.15873,0.0462265,0.52543,1134.40124,1138.0511,CHF,ARS,1736428783
CHF/AUD,1.76979,0.16105,0.00284567,1.76211,1.77667,CHF,AUD,1736428811
CHF/BRL,6.708,0.09543078,0.00639539,6.6804,6.75506,CHF,BRL,1736428720
CHF/BWP,15.37438,0.44476,0.06807639,15.19423,15.3969,CHF,BWP,1736425142
CHF/CAD,1.57818,-0.006832,-0.000107828283,1.5755,1.58105,CHF,CAD,1736428810
CHF/CLP,1096.53894,-0.26296,-2.89106,1093.26027,1100.29,CHF,CLP,1736428811
CHF/CNY,8.04181,-0.05705349,-0.00459075,8.02893,8.0559,CHF,CNY,1736428762
CHF/CZK,26.7168,0.08166323,0.0218,26.6908,26.78165,CHF,CZK,1736428810
CHF/DKK,7.93805,0.02961301,0.00235,7.9322,7.98276,CHF,DKK,1736428811
CHF/EUR,1.06406,0.00638434,0.000067928597,1.06303,1.06622,CHF,EUR,1736428812
CHF/GBP,0.89143,0.47622,0.004225,0.8872,0.89474,CHF,GBP,1736428810
CHF/HKD,8.53415,-0.04860452,-0.00415,8.51901,8.55053,CHF,HKD,1736428810
CHF/HUF,440.52585,0.08994025,0.39585,439.61437,441.63463,CHF,HUF,1736428810
CHF/IDR,17765.69611,-0.04840634,-8.60389,17698.73,18018.01802,CHF,IDR,1736428803
CHF/ILS,4.00886,-0.45287,-0.0182374,3.98545,4.04138,CHF,ILS,1736428791
CHF/INR,94.15582,-0.15395,-0.14518,93.97117,94.4355,CHF,INR,1736428804
CHF/ISK,154.202,-0.39209,-0.607,154.10695,155.13497,CHF,ISK,1736428798
CHF/JPY,173.10023,-0.39813,-0.69192,172.82195,173.97356,CHF,JPY,1736428811
CHF/KRW,1601.086,-0.05705352,-0.914,1598.06,1618.12298,CHF,KRW,1736428768
CHF/MXN,22.42949,0.06730645,0.01508634,22.3637,22.5276,CHF,MXN,1736428811
CHF/MYR,4.94805,-0.14844,-0.00735587,4.9338,4.96771,CHF,MYR,1736418730
CHF/NOK,12.51231,-0.10175,-0.01274447,12.4911,12.55178,CHF,NOK,1736428811
CHF/NZD,1.95991,0.13846,0.00271,1.9564,1.9654,CHF,NZD,1736428810
CHF/PKR,305.62245,-0.04988962,-0.15255,305.05735,306.29,CHF,PKR,1736428811
CHF/PLN,4.54349,-0.00902309,-0.00041,4.5412,4.56126,CHF,PLN,1736428810
CHF/RON,5.2922,0.07003301,0.0037037,5.28362,5.2982,CHF,RON,1736428756
CHF/RSD,124.5842,0.50955,0.6316,124.38288,124.66961,CHF,RSD,1736428163
CHF/RUB,112.19313,-2.87738,-3.32387,111.36962,115.628,CHF,RUB,1736428811
CHF/SEK,12.23285,0.11433,0.01397,12.2116,12.2688,CHF,SEK,1736428811
CHF/SGD,1.50097,0.01036398,0.000155543657,1.4987,1.50365,CHF,SGD,1736428810
CHF/SZL,20.6878,-0.29592,-0.0614,20.46052,20.8052,CHF,SZL,1736428628
CHF/THB,37.93103,-0.13418,-0.05096552,37.88874,38.1,CHF,THB,1736428799
CHF/TRY,38.75906,-0.08982082,-0.034845,38.6133,38.93137,CHF,TRY,1736428810
CHF/TWD,36.08004,-0.11892,-0.04295614,36.03221,36.222,CHF,TWD,1736428807
CHF/USD,1.09665,-0.1493,-0.00163977,1.09479,1.0992,CHF,USD,1736428811
CHF/UZS,14182.5,-0.31559,-44.9,14179.55,14258.3,CHF,UZS,1736422926
CHF/ZAR,20.7096,-0.12539,-0.026,20.63763,20.8058,CHF,ZAR,1736428811
CLP/ARS,1.03803,3.80328,0.03803278,1.01211,1.03803,CLP,ARS,1736425143
CLP/AUD,0.00161376,0.44026,0.000007073597,0.00160945,0.00161797,CLP,AUD,1736428811
CLP/BRL,0.006067,0.34734,0.000021,0.006051,0.00617043,CLP,BRL,1736428628
CLP/CHF,0.000911960316,0.26365,0.000002398088,0.000908382767,0.000914314354,CLP,CHF,1736428811
CLP/CNY,0.00734845,1.38045,0.00010006064,0.00724839,0.00734845,CLP,CNY,1736425143
CLP/COP,4.34595,8.64867,0.34595,4.28677,4.34595,CLP,COP,1736425143
CLP/EUR,0.000971222672,0.37004,0.000003580622,0.000963,0.000986037706,CLP,EUR,1736428628
CLP/GBP,0.000812902611,1.29628,0.000010402611,0.0008043,0.00081578019,CLP,GBP,1736428809
CLP/JPY,0.15782,0.20531,0.00032336057,0.15693,0.15834,CLP,JPY,1736428805
CLP/MXN,0.02046248,1.38045,0.000278628505,0.02018385,0.02046248,CLP,MXN,1736425143
CLP/PEN,0.00378309,1.38045,0.000051512655,0.00373158,0.00378309,CLP,PEN,1736425143
CLP/USD,0.00100164,0.17028,0.0000017027,0.000997974113,0.00100418,CLP,USD,1736428809
CNH/AUD,0.21929,0.13004,0.000284792299,0.21902,0.22033,CNH,AUD,1736428810
CNH/EUR,0.13185,-0.01364619,-0.000017994579,0.13179,0.13222,CNH,EUR,1736428810
CNH/GBP,0.11047,0.39524,0.00043488919,0.11003,0.11106,CNH,GBP,1736428810
CNH/HKD,1.0571,-0.01891611,-0.0002,1.0568,1.059,CNH,HKD,1736428808
CNH/IDR,2201.5,0.01817273,0.4,2200.7,2211.7,CNH,IDR,1736418730
CNH/INR,11.662,-0.14471,-0.0169,11.6595,11.6937,CNH,INR,1736428628
CNH/JPY,21.4458,-0.3309,-0.0712,21.428,21.529,CNH,JPY,1736428810
CNH/KRW,198.25,-0.0655308,-0.13,197.98,199.08,CNH,KRW,1736428628
CNH/PHP,7.9463,-0.09429455,-0.0075,7.9333,7.9699,CNH,PHP,1736428628
CNH/SEK,1.52184,0,0,1.51976,1.52625,CNH,SEK,1736428628
CNH/THB,4.6974,-0.09570599,-0.0045,4.6949,4.7181,CNH,THB,1736428628
CNH/TWD,4.4742,0.05590715,0.0025,4.4708,4.4837,CNH,TWD,1736428628
CNH/USD,0.1359,-0.07202852,-0.00009796,0.13589,0.13618,CNH,USD,1736428812
CNY/AUD,0.22001,2.80977,0.0060129,0.215,0.22097,CNY,AUD,1736428784
CNY/BGN,0.25883,0.10855,0.000280653638,0.25849,0.25918,CNY,BGN,1736428202
CNY/CAD,0.19623,0.32242,0.000630655363,0.1955,0.19644,CNY,CAD,1736428785
CNY/CHF,0.12435,0.44059,0.000545454809,0.1236,0.12455,CNY,CHF,1736428811
CNY/CLP,136.10829,0.82096,1.10829,134.25497,136.10829,CNY,CLP,1736425143
CNY/DKK,0.98707,-0.000484082655,-0.000004778261,0.98616,0.98932,CNY,DKK,1736428762
CNY/EUR,0.1323,0.12108,0.000159994278,0.13211,0.13259,CNY,EUR,1736428762
CNY/GBP,0.11086,0.48637,0.000536572996,0.11028,0.11141,CNY,GBP,1736428762
CNY/HKD,1.06154,0.09763737,0.00103544,1.06002,1.06177,CNY,HKD,1736428811
CNY/IDR,2209.38463,0.04911616,1.08463,2208.77772,2220.8305,CNY,IDR,1736428650
CNY/INR,11.70828,-0.09058294,-0.01061532,11.69305,11.72571,CNY,INR,1736428804
CNY/JPY,21.52076,-0.18664,-0.04024185,21.495,21.60761,CNY,JPY,1736428762
CNY/KRW,199.06031,-0.11154,-0.22227,198.41764,200.04001,CNY,KRW,1736428768
CNY/MYR,0.61391,-0.06753024,-0.000414855849,0.61348,0.61531,CNY,MYR,1736418730
CNY/NZD,0.24373,0.10068,0.000245151679,0.238,0.24486,CNY,NZD,1736428804
CNY/PLN,0.56554,0.18601,0.00105,0.56465,0.56935,CNY,PLN,1736418730
CNY/SGD,0.18667,0.05499032,0.000102593874,0.186,0.18709,CNY,SGD,1736428811
CNY/THB,4.717,-0.32975,-0.01560595,4.71482,4.74608,CNY,THB,1736428762
CNY/TWD,4.48747,-0.03862058,-0.00173376,4.48661,4.5004,CNY,TWD,1736428706
